"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"28.08.2015","40,070","41,610","42,050","36,660","","-4,73%"
"31.08.2015","40,170","40,070","43,060","39,390","","0,25%"
"01.09.2015","43,280","39,860","43,540","38,500","","7,74%"
"02.09.2015","42,930","43,480","44,490","41,720","","-0,81%"
"03.09.2015","44,540","42,870","45,440","42,420","","3,75%"
"04.09.2015","43,930","44,100","44,520","42,040","","-1,37%"
"07.09.2015","43,810","43,560","45,290","42,580","","-0,27%"
"08.09.2015","43,250","44,680","46,920","42,790","","-1,28%"
"09.09.2015","41,300","44,620","46,530","41,140","","-4,51%"
"10.09.2015","43,210","41,100","43,430","40,000","","4,62%"
"11.09.2015","39,700","42,610","42,840","39,000","","-8,12%"
"14.09.2015","41,030","39,750","42,530","39,570","","3,35%"
"15.09.2015","40,420","41,010","42,050","39,290","","-1,49%"
"16.09.2015","37,600","40,270","40,660","36,380","","-6,98%"
"17.09.2015","38,720","37,310","38,770","37,040","","2,98%"
"18.09.2015","36,190","38,620","39,020","34,270","","-6,53%"
"21.09.2015","39,060","35,630","39,260","35,250","","7,93%"
"22.09.2015","37,830","39,540","39,850","36,390","","-3,15%"
"23.09.2015","37,500","37,710","38,900","36,980","","-0,87%"
"24.09.2015","38,700","37,090","41,030","37,090","","3,20%"
"25.09.2015","39,240","39,970","40,860","38,400","","1,40%"
"28.09.2015","39,260","37,870","39,840","37,600","","0,05%"
"29.09.2015","39,370","38,360","41,050","38,360","","0,28%"
"30.09.2015","37,870","38,000","40,030","37,360","","-3,81%"
"01.10.2015","37,160","38,550","40,620","36,700","","-1,87%"
"02.10.2015","38,470","37,360","40,520","36,920","","3,53%"
"05.10.2015","38,160","39,240","43,040","36,950","","-0,81%"
"06.10.2015","35,670","38,170","39,720","35,110","","-6,53%"
"07.10.2015","35,770","35,590","37,840","34,820","","0,28%"
"08.10.2015","33,470","34,470","40,990","32,130","","-6,43%"
"09.10.2015","35,300","36,470","37,960","32,460","","5,47%"
"12.10.2015","33,670","34,860","38,330","32,770","","-4,62%"
"13.10.2015","37,660","34,170","38,580","33,750","","11,85%"
"14.10.2015","37,370","37,070","40,110","36,090","","-0,77%"
"15.10.2015","35,820","36,810","38,100","35,200","","-4,15%"
"16.10.2015","34,050","35,850","38,610","33,060","","-4,94%"
"19.10.2015","34,170","33,900","35,560","33,680","","0,35%"
"20.10.2015","33,050","34,050","34,810","32,890","","-3,28%"
"21.10.2015","36,340","33,060","37,270","32,650","","9,95%"
"22.10.2015","34,280","36,610","37,910","33,230","","-5,67%"
"23.10.2015","32,610","34,320","34,510","31,380","","-4,87%"
"26.10.2015","36,610","32,600","37,850","31,900","","12,27%"
"27.10.2015","37,210","36,720","37,580","36,030","","1,64%"
"28.10.2015","37,290","36,870","37,920","36,230","","0,22%"
"29.10.2015","36,550","37,260","37,920","36,000","","-1,98%"
"30.10.2015","36,400","36,750","37,060","35,320","","-0,41%"
"02.11.2015","37,150","36,420","37,970","36,140","","2,06%"
"03.11.2015","35,080","37,160","37,430","34,300","","-5,57%"
"05.11.2015","33,960","35,190","35,660","33,580","","-3,19%"
"06.11.2015","37,260","34,160","37,750","33,800","","9,72%"
"09.11.2015","36,600","36,010","37,270","33,840","","-1,77%"
"10.11.2015","35,380","35,370","36,920","33,950","","-3,33%"
"11.11.2015","35,920","37,000","37,740","34,450","","1,53%"
"12.11.2015","36,890","36,220","37,310","35,920","","2,70%"
"13.11.2015","37,950","37,130","39,050","35,980","","2,87%"
"16.11.2015","36,170","37,570","39,200","35,720","","-4,69%"
"17.11.2015","34,610","35,860","37,860","34,330","","-4,31%"
"18.11.2015","34,220","35,110","35,340","33,170","","-1,13%"
"19.11.2015","34,960","34,160","35,940","33,070","","2,16%"
"20.11.2015","34,840","34,780","35,270","33,590","","-0,34%"
"23.11.2015","36,010","34,370","36,210","33,750","","3,36%"
"24.11.2015","37,090","36,070","39,210","35,590","","3,00%"
"25.11.2015","36,120","36,840","36,880","35,200","","-2,62%"
"26.11.2015","35,060","36,040","37,050","34,570","","-2,93%"
"27.11.2015","37,670","35,350","38,160","34,690","","7,44%"
"30.11.2015","38,230","37,410","38,370","36,920","","1,49%"
"01.12.2015","37,410","37,560","38,050","36,650","","-2,14%"
"02.12.2015","36,590","37,130","38,390","36,290","","-2,19%"
"03.12.2015","36,130","36,920","37,710","36,020","","-1,26%"
"04.12.2015","40,030","35,910","40,460","35,220","","10,79%"
"07.12.2015","39,720","39,610","41,220","38,810","","-0,77%"
"08.12.2015","44,300","46,050","46,830","40,020","","11,53%"
"09.12.2015","34,560","38,080","38,390","33,230","","-21,99%"
"10.12.2015","36,840","39,710","39,970","36,270","","6,60%"
"11.12.2015","34,350","31,660","35,580","30,610","","-6,76%"
"14.12.2015","38,860","36,510","40,030","33,590","","13,13%"
"15.12.2015","32,600","38,370","40,550","32,490","","-16,11%"
"16.12.2015","36,470","33,740","37,450","33,100","","11,87%"
"17.12.2015","30,980","35,780","38,020","30,920","","-15,05%"
"18.12.2015","32,020","31,590","34,120","29,740","","3,36%"
"21.12.2015","33,090","31,340","34,610","30,280","","3,34%"
"22.12.2015","31,880","33,130","33,850","31,560","","-3,66%"
"23.12.2015","30,930","32,190","32,750","29,500","","-2,98%"
"24.12.2015","31,290","30,870","32,970","30,440","","1,16%"
"25.12.2015","30,460","31,080","31,760","29,920","","-2,65%"
"28.12.2015","36,630","30,680","37,750","30,680","","20,26%"
"29.12.2015","34,680","37,120","38,750","34,680","","-5,32%"
"30.12.2015","36,230","34,100","36,970","33,510","","4,47%"
"04.01.2016","39,580","37,360","40,230","36,950","","9,25%"
"05.01.2016","39,490","38,380","39,860","37,820","","-0,23%"
"06.01.2016","38,750","38,820","40,410","38,250","","-1,87%"
"11.01.2016","44,120","38,180","48,960","38,070","","13,86%"
"12.01.2016","44,420","44,470","46,110","43,300","","0,68%"
"13.01.2016","45,210","44,530","45,550","42,980","","1,78%"
"14.01.2016","43,840","44,860","45,160","42,350","","-3,03%"
"15.01.2016","49,790","45,050","52,430","42,590","","13,57%"
"18.01.2016","51,390","52,960","56,320","49,750","","3,21%"
"19.01.2016","48,140","49,640","50,640","43,960","","-6,32%"
"20.01.2016","49,850","48,150","50,710","46,850","","3,55%"
"21.01.2016","49,970","50,340","55,570","48,560","","0,24%"
"22.01.2016","46,290","50,830","51,380","43,980","","-7,36%"
"25.01.2016","44,290","46,350","48,480","43,820","","-4,32%"
"26.01.2016","45,120","44,090","48,540","43,550","","1,87%"
"27.01.2016","44,890","44,590","45,870","43,410","","-0,51%"
"28.01.2016","41,640","45,220","45,570","41,110","","-7,24%"
"29.01.2016","41,200","42,100","43,810","40,000","","-1,06%"
"01.02.2016","40,790","41,180","42,330","39,960","","-1,00%"
"02.02.2016","45,360","41,320","45,960","39,780","","11,20%"
"03.02.2016","45,870","44,780","46,190","43,630","","1,12%"
"04.02.2016","42,790","45,260","45,330","39,020","","-6,71%"
"05.02.2016","42,090","41,990","43,420","41,360","","-1,64%"
"08.02.2016","46,860","42,200","47,290","41,500","","11,33%"
"09.02.2016","47,510","47,170","48,790","46,310","","1,39%"
"10.02.2016","47,600","47,790","48,910","46,110","","0,19%"
"11.02.2016","48,130","47,180","49,030","45,310","","1,11%"
"12.02.2016","47,390","47,480","49,080","46,190","","-1,54%"
"15.02.2016","46,810","46,830","49,160","45,390","","-1,22%"
"16.02.2016","45,310","45,930","47,260","41,640","","-3,20%"
"17.02.2016","43,180","45,210","46,160","42,010","","-4,70%"
"18.02.2016","43,220","42,040","43,940","41,540","","0,09%"
"19.02.2016","41,840","43,260","43,260","41,490","","-3,19%"
"20.02.2016","41,780","41,960","42,840","41,110","","-0,14%"
"22.02.2016","43,300","41,520","44,620","41,110","","3,64%"
"24.02.2016","43,120","43,360","44,440","42,350","","-0,42%"
"25.02.2016","44,860","43,260","46,080","43,100","","4,04%"
"26.02.2016","44,170","44,180","44,780","42,290","","-1,54%"
"29.02.2016","43,250","44,060","45,260","43,190","","-2,08%"
"01.03.2016","41,060","43,530","43,620","40,320","","-5,06%"
"02.03.2016","41,420","40,960","42,690","40,720","","0,88%"
"03.03.2016","41,750","41,670","42,890","40,690","","0,80%"
"04.03.2016","41,270","42,160","43,370","41,160","","-1,15%"
"07.03.2016","44,830","43,650","45,240","42,840","","8,63%"
"09.03.2016","43,760","43,650","46,720","41,660","","-2,39%"
"10.03.2016","39,560","43,160","44,240","38,710","","-9,60%"
"11.03.2016","40,970","40,830","43,820","38,890","","3,56%"
"14.03.2016","41,420","42,840","45,350","40,150","","1,10%"
"15.03.2016","39,080","41,080","41,590","38,480","","-5,65%"
"16.03.2016","35,680","39,400","40,300","34,970","","-8,70%"
"17.03.2016","36,190","37,310","37,700","33,950","","1,43%"
"18.03.2016","34,900","36,210","37,290","34,560","","-3,56%"
"21.03.2016","33,960","37,200","37,470","33,960","","-2,69%"
"22.03.2016","34,420","34,630","35,640","33,690","","1,35%"
"23.03.2016","35,800","33,830","36,470","33,610","","4,01%"
"24.03.2016","35,620","37,660","37,830","35,230","","-0,50%"
"25.03.2016","36,160","36,800","36,860","35,250","","1,52%"
"28.03.2016","36,790","35,790","37,600","35,290","","1,74%"
"29.03.2016","35,660","36,110","36,470","35,040","","-3,07%"
"30.03.2016","35,320","37,450","37,780","33,940","","-0,95%"
"31.03.2016","34,390","36,550","37,330","33,840","","-2,63%"
"01.04.2016","40,140","37,480","41,760","36,870","","16,72%"
"04.04.2016","37,200","38,960","39,400","36,510","","-7,32%"
"05.04.2016","35,250","36,600","36,920","35,150","","-5,24%"
"06.04.2016","35,590","36,850","38,300","35,480","","0,96%"
"07.04.2016","38,460","35,820","38,460","35,670","","8,06%"
"08.04.2016","32,370","36,980","37,810","31,410","","-15,83%"
"11.04.2016","36,060","34,080","36,940","33,200","","11,40%"
"12.04.2016","36,370","36,140","37,700","36,090","","0,86%"
"13.04.2016","35,180","35,340","38,140","34,440","","-3,27%"
"14.04.2016","36,130","37,280","38,150","34,720","","2,70%"
"15.04.2016","37,230","37,120","37,640","35,680","","3,04%"
"18.04.2016","35,750","38,500","38,540","34,650","","-3,98%"
"19.04.2016","34,910","36,270","36,760","33,730","","-2,35%"
"20.04.2016","34,940","36,640","36,650","32,730","","0,09%"
"21.04.2016","34,720","36,110","37,030","34,360","","-0,63%"
"22.04.2016","32,270","34,230","34,450","31,780","","-7,06%"
"25.04.2016","32,730","33,890","34,080","32,530","","1,43%"
"26.04.2016","32,720","33,570","34,570","32,130","","-0,03%"
"27.04.2016","34,270","33,590","34,650","32,880","","4,74%"
"28.04.2016","34,190","32,260","34,530","31,790","","-0,23%"
"29.04.2016","35,330","35,050","35,670","33,690","","3,33%"
"04.05.2016","36,750","35,470","37,610","34,730","","4,02%"
"05.05.2016","35,050","36,920","36,920","34,280","","-4,63%"
"06.05.2016","35,690","37,160","37,310","35,120","","1,83%"
"10.05.2016","37,000","37,660","37,770","36,230","","3,67%"
"11.05.2016","33,950","36,640","36,970","33,800","","-8,24%"
"12.05.2016","34,630","33,240","34,630","31,540","","2,00%"
"13.05.2016","34,390","34,450","35,860","33,570","","-0,69%"
"16.05.2016","33,770","34,250","34,940","33,540","","-1,80%"
"17.05.2016","34,050","34,170","36,770","33,680","","0,83%"
"18.05.2016","34,000","34,870","35,700","33,950","","-0,15%"
"19.05.2016","35,290","36,470","37,520","35,000","","3,79%"
"20.05.2016","35,090","35,910","36,110","34,680","","-0,57%"
"23.05.2016","34,630","35,870","35,980","34,410","","-1,31%"
"24.05.2016","34,800","35,000","35,350","34,480","","0,49%"
"25.05.2016","35,140","34,650","35,390","33,780","","0,98%"
"26.05.2016","34,030","33,590","34,440","32,880","","-3,16%"
"27.05.2016","33,460","34,170","34,560","33,170","","-1,67%"
"30.05.2016","32,870","33,870","34,350","32,830","","-1,76%"
"31.05.2016","33,630","32,640","33,730","32,550","","2,31%"
"01.06.2016","34,340","34,290","34,370","33,740","","2,11%"
"02.06.2016","34,400","34,770","35,010","34,350","","0,17%"
"03.06.2016","33,190","34,510","34,660","32,790","","-3,52%"
"06.06.2016","32,490","33,050","33,050","32,250","","-2,11%"
"07.06.2016","32,040","32,350","32,830","31,440","","-1,39%"
"08.06.2016","32,800","31,950","32,890","31,250","","2,37%"
"09.06.2016","31,520","33,880","34,010","31,430","","-3,90%"
"10.06.2016","34,860","32,190","35,220","31,260","","10,60%"
"14.06.2016","33,550","33,510","34,230","30,760","","-3,76%"
"15.06.2016","34,890","34,190","35,110","32,770","","3,99%"
"16.06.2016","35,810","34,020","37,840","33,590","","2,64%"
"17.06.2016","33,290","34,810","35,030","32,790","","-7,04%"
"20.06.2016","33,850","33,260","34,560","32,200","","1,68%"
"21.06.2016","34,300","35,000","36,790","33,450","","1,33%"
"22.06.2016","37,140","33,580","37,200","33,490","","8,28%"
"23.06.2016","36,070","38,140","38,510","35,710","","-2,88%"
"24.06.2016","37,350","39,970","40,740","36,860","","3,55%"
"27.06.2016","36,290","37,570","37,580","34,700","","-2,84%"
"28.06.2016","34,870","37,060","37,120","34,530","","-3,91%"
"29.06.2016","34,640","35,430","35,990","34,320","","-0,66%"
"30.06.2016","34,180","35,080","35,440","32,960","","-1,33%"
"01.07.2016","33,640","33,700","35,000","32,790","","-1,58%"
"04.07.2016","31,830","32,890","33,020","31,550","","-5,38%"
"05.07.2016","34,460","33,040","34,730","32,790","","8,26%"
"06.07.2016","35,240","35,500","35,780","34,470","","2,26%"
"07.07.2016","34,040","33,920","34,240","31,500","","-3,41%"
"08.07.2016","33,850","34,340","34,880","33,340","","-0,56%"
"11.07.2016","32,160","33,020","33,740","31,730","","-4,99%"
"12.07.2016","33,050","32,870","33,960","32,360","","2,77%"
"13.07.2016","33,230","34,620","34,800","32,790","","0,54%"
"14.07.2016","32,740","33,240","34,640","31,970","","-1,47%"
"15.07.2016","32,930","33,200","33,210","30,960","","0,58%"
"18.07.2016","30,700","31,850","33,060","30,480","","-6,77%"
"19.07.2016","31,420","31,300","32,020","30,490","","2,35%"
"20.07.2016","29,820","30,300","31,230","28,610","","-5,09%"
"21.07.2016","27,880","29,930","30,050","27,790","","-6,51%"
"22.07.2016","27,020","27,400","28,080","26,730","","-3,08%"
"25.07.2016","26,350","26,960","28,130","26,240","","-2,48%"
"26.07.2016","26,250","26,240","28,740","25,960","","-0,38%"
"27.07.2016","26,940","26,230","27,090","25,630","","2,63%"
"28.07.2016","25,840","26,410","26,970","24,880","","-4,08%"
"29.07.2016","24,970","26,800","28,140","24,720","","-3,37%"
"01.08.2016","26,590","26,790","26,870","25,100","","6,49%"
"02.08.2016","30,060","27,570","30,180","27,420","","13,05%"
"03.08.2016","28,990","30,400","30,680","28,870","","-3,56%"
"04.08.2016","26,100","28,000","28,370","25,960","","-9,97%"
"05.08.2016","26,590","26,490","27,160","26,130","","1,88%"
"08.08.2016","28,600","27,740","28,860","27,740","","7,56%"
"09.08.2016","28,360","28,250","28,640","27,590","","-0,84%"
"10.08.2016","28,260","28,620","29,360","28,170","","-0,35%"
"11.08.2016","28,350","28,580","28,610","26,980","","0,32%"
"12.08.2016","28,500","27,160","28,610","26,210","","0,53%"
"15.08.2016","25,450","27,700","27,730","25,330","","-10,70%"
"16.08.2016","26,210","25,870","27,150","25,110","","2,99%"
"17.08.2016","27,340","26,860","27,880","26,150","","4,31%"
"18.08.2016","26,070","25,860","27,260","25,060","","-4,65%"
"19.08.2016","27,090","26,900","28,040","26,640","","3,91%"
"22.08.2016","28,100","29,190","29,360","27,580","","3,73%"
"23.08.2016","25,580","28,180","28,610","25,540","","-8,97%"
"24.08.2016","28,170","26,770","28,570","26,540","","10,13%"
"25.08.2016","27,110","28,210","28,620","26,880","","-3,76%"
"26.08.2016","25,570","26,910","27,970","24,870","","-5,68%"
"29.08.2016","28,240","28,730","29,050","28,230","","10,44%"
"30.08.2016","28,260","27,400","28,290","26,150","","0,07%"
"31.08.2016","28,080","28,200","28,650","27,660","","-0,64%"
"01.09.2016","27,010","28,150","28,170","26,960","","-3,81%"
"02.09.2016","25,180","27,250","27,900","24,700","","-6,78%"
"05.09.2016","24,270","25,350","25,350","24,130","","-3,61%"
"06.09.2016","25,780","24,250","25,780","23,690","","6,22%"
"07.09.2016","26,220","25,910","26,840","25,800","","1,71%"
"08.09.2016","30,410","25,900","33,550","25,770","","15,98%"
"09.09.2016","26,270","29,250","29,770","26,250","","-13,61%"
"12.09.2016","22,690","24,190","26,300","20,590","","-13,63%"
"13.09.2016","27,340","25,700","27,890","25,500","","20,49%"
"14.09.2016","26,880","27,260","28,220","26,240","","-1,68%"
"15.09.2016","28,030","29,080","29,640","27,460","","4,28%"
"16.09.2016","27,010","27,530","27,950","26,260","","-3,64%"
"19.09.2016","25,990","26,120","27,020","25,510","","-3,78%"
"20.09.2016","26,140","26,810","28,800","26,010","","0,58%"
"21.09.2016","25,450","24,170","26,260","24,020","","-2,64%"
"22.09.2016","25,850","25,110","25,950","24,270","","1,57%"
"23.09.2016","24,830","25,650","26,020","24,630","","-3,95%"
"26.09.2016","25,170","25,690","25,860","24,940","","1,37%"
"27.09.2016","25,540","25,640","26,040","24,830","","1,47%"
"28.09.2016","25,410","25,160","25,710","24,510","","-0,51%"
"29.09.2016","26,420","26,820","27,500","25,710","","3,97%"
"30.09.2016","25,830","25,230","26,180","24,590","","-2,23%"
"03.10.2016","27,760","26,630","27,970","25,960","","7,47%"
"04.10.2016","26,520","27,250","27,260","25,860","","-4,47%"
"05.10.2016","27,220","27,170","27,470","25,530","","2,64%"
"06.10.2016","27,960","25,300","27,990","25,090","","2,72%"
"07.10.2016","26,040","26,510","26,750","25,630","","-6,87%"
"10.10.2016","24,430","26,700","26,810","24,030","","-6,18%"
"11.10.2016","26,180","24,630","26,180","23,970","","7,16%"
"12.10.2016","26,110","25,970","27,080","25,490","","-0,27%"
"13.10.2016","23,930","24,690","25,060","23,680","","-8,35%"
"14.10.2016","24,990","24,720","25,710","24,290","","4,43%"
"17.10.2016","24,750","22,870","25,780","22,860","","-0,96%"
"18.10.2016","24,790","24,920","25,370","24,140","","0,16%"
"19.10.2016","25,870","25,290","26,000","24,750","","4,36%"
"20.10.2016","23,910","25,370","25,410","23,600","","-7,58%"
"21.10.2016","23,200","24,190","24,190","22,850","","-2,97%"
"24.10.2016","24,450","24,150","25,000","23,740","","5,39%"
"25.10.2016","24,040","24,650","24,830","23,440","","-1,68%"
"26.10.2016","23,060","24,870","24,870","22,930","","-4,08%"
"27.10.2016","23,450","23,280","23,910","22,440","","1,69%"
"28.10.2016","22,930","23,280","23,410","22,670","","-2,22%"
"31.10.2016","24,090","23,450","24,190","23,350","","5,06%"
"01.11.2016","25,040","24,960","25,480","24,540","","3,94%"
"02.11.2016","25,450","24,580","25,600","24,250","","1,64%"
"03.11.2016","25,630","24,370","25,660","23,850","","0,71%"
"07.11.2016","27,480","27,260","27,880","27,140","","7,22%"
"08.11.2016","26,890","27,080","27,410","26,170","","-2,15%"
"09.11.2016","26,480","29,680","29,680","24,980","","-1,52%"
"10.11.2016","27,540","27,770","27,800","23,960","","4,00%"
"11.11.2016","29,310","28,010","29,650","26,820","","6,43%"
"14.11.2016","29,930","28,570","31,690","27,970","","2,12%"
"15.11.2016","28,310","29,100","29,520","27,750","","-5,41%"
"16.11.2016","27,990","29,730","29,750","27,550","","-1,13%"
"17.11.2016","26,720","27,800","27,800","26,110","","-4,54%"
"18.11.2016","25,260","25,640","25,830","24,760","","-5,46%"
"21.11.2016","24,480","25,880","26,060","24,380","","-3,09%"
"22.11.2016","24,490","23,630","25,020","22,790","","0,04%"
"23.11.2016","25,190","23,930","25,810","23,390","","2,86%"
"24.11.2016","24,020","24,410","24,760","22,460","","-4,64%"
"25.11.2016","25,010","24,140","25,010","23,990","","4,12%"
"28.11.2016","24,870","25,200","26,680","24,480","","-0,56%"
"29.11.2016","26,840","25,870","26,930","25,080","","7,92%"
"30.11.2016","23,640","26,750","27,500","23,580","","-11,92%"
"01.12.2016","25,090","24,480","25,790","23,410","","6,13%"
"02.12.2016","25,170","23,890","25,370","23,170","","0,32%"
"05.12.2016","23,490","25,630","25,780","23,280","","-6,67%"
"06.12.2016","24,610","23,820","24,910","22,620","","4,77%"
"07.12.2016","23,760","24,110","24,830","23,450","","-3,45%"
"08.12.2016","22,930","23,560","24,410","22,020","","-3,49%"
"09.12.2016","20,530","23,710","24,250","20,530","","-10,47%"
"12.12.2016","21,550","23,110","25,590","20,310","","4,97%"
"13.12.2016","25,670","24,360","26,400","23,650","","19,12%"
"14.12.2016","24,360","25,000","25,340","23,470","","-5,10%"
"15.12.2016","23,180","23,960","24,660","21,560","","-4,84%"
"16.12.2016","24,010","25,310","25,310","23,160","","3,58%"
"19.12.2016","22,440","23,100","24,230","22,420","","-6,54%"
"20.12.2016","23,500","23,500","23,670","22,420","","4,72%"
"21.12.2016","23,340","24,500","24,630","23,340","","-0,68%"
"22.12.2016","23,170","22,780","23,600","22,260","","-0,73%"
"23.12.2016","23,100","22,960","24,510","21,800","","-0,30%"
"26.12.2016","22,930","23,300","23,460","22,330","","-0,74%"
"27.12.2016","24,320","22,870","24,370","22,770","","6,06%"
"28.12.2016","24,990","24,850","25,140","24,400","","2,75%"
"29.12.2016","25,710","25,030","25,790","24,370","","2,88%"
"30.12.2016","26,470","26,220","26,650","25,160","","2,96%"
"03.01.2017","26,180","26,820","27,950","24,870","","-1,10%"
"04.01.2017","24,880","24,730","25,580","23,720","","-4,97%"
"05.01.2017","25,170","26,160","26,550","24,820","","1,17%"
"06.01.2017","24,620","24,860","25,420","24,410","","-2,19%"
"09.01.2017","25,590","24,550","26,270","24,500","","3,94%"
"10.01.2017","23,830","25,470","25,490","23,380","","-6,88%"
"11.01.2017","25,200","21,640","25,820","21,040","","5,75%"
"12.01.2017","23,640","23,220","25,900","23,170","","-6,19%"
"13.01.2017","24,790","22,810","25,670","22,660","","4,86%"
"16.01.2017","24,660","26,250","26,280","22,970","","-0,52%"
"17.01.2017","24,500","24,180","25,200","23,770","","-0,65%"
"18.01.2017","25,260","24,580","25,700","23,650","","3,10%"
"19.01.2017","24,650","25,580","25,760","24,520","","-2,41%"
"20.01.2017","24,520","24,690","24,710","22,960","","-0,53%"
"23.01.2017","23,410","24,760","24,970","23,290","","-4,53%"
"24.01.2017","23,170","24,210","24,690","23,160","","-1,03%"
"25.01.2017","22,100","22,950","23,630","22,100","","-4,62%"
"26.01.2017","21,820","22,810","23,610","21,650","","-1,27%"
"27.01.2017","24,570","22,430","24,570","20,330","","12,60%"
"30.01.2017","22,810","24,370","24,370","22,680","","-7,16%"
"31.01.2017","23,570","23,000","24,120","22,740","","3,33%"
"01.02.2017","23,060","24,090","24,260","22,780","","-2,16%"
"02.02.2017","22,650","22,440","22,720","21,670","","-1,78%"
"03.02.2017","23,020","22,150","23,250","21,800","","1,63%"
"06.02.2017","23,040","24,200","24,390","22,550","","0,09%"
"07.02.2017","23,020","22,990","24,040","22,790","","-0,09%"
"08.02.2017","25,450","23,250","26,130","23,020","","10,56%"
"09.02.2017","25,150","24,580","25,840","24,040","","-1,18%"
"10.02.2017","23,230","24,540","25,160","23,120","","-7,63%"
"13.02.2017","23,580","22,860","23,640","22,450","","1,51%"
"14.02.2017","23,370","22,890","23,710","22,480","","-0,89%"
"15.02.2017","23,030","23,230","23,530","22,720","","-1,45%"
"16.02.2017","22,290","22,600","23,120","21,510","","-3,21%"
"17.02.2017","24,880","21,590","24,910","21,550","","11,62%"
"20.02.2017","24,690","25,030","25,660","24,320","","-0,76%"
"21.02.2017","23,320","24,600","24,700","22,630","","-5,55%"
"22.02.2017","24,800","22,770","25,080","22,760","","6,35%"
"24.02.2017","24,120","24,780","24,920","24,030","","-2,74%"
"27.02.2017","24,360","25,560","25,560","23,600","","1,00%"
"28.02.2017","27,350","25,060","27,580","25,060","","12,27%"
"01.03.2017","26,070","27,230","27,460","25,430","","-4,68%"
"02.03.2017","27,060","25,760","27,220","24,740","","3,80%"
"03.03.2017","26,580","26,400","26,850","26,040","","-1,77%"
"06.03.2017","26,710","26,090","26,710","24,940","","0,49%"
