"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"11.09.2020","32,580","33,110","33,820","32,160","","-4,99%"
"14.09.2020","33,230","32,710","34,490","32,530","","2,00%"
"15.09.2020","31,330","33,290","33,750","30,530","","-5,72%"
"16.09.2020","30,740","31,350","31,460","29,880","","-1,88%"
"17.09.2020","29,330","30,320","30,770","28,930","","-4,59%"
"18.09.2020","30,010","29,420","30,200","28,480","","2,32%"
"21.09.2020","35,950","31,520","36,010","30,980","","19,79%"
"22.09.2020","33,320","34,810","35,610","33,280","","-7,32%"
"23.09.2020","32,670","32,720","33,470","32,620","","-1,95%"
"24.09.2020","34,770","34,940","36,800","33,930","","6,43%"
"25.09.2020","38,810","33,910","39,150","32,350","","11,62%"
"28.09.2020","41,000","38,980","41,290","38,980","","5,64%"
"29.09.2020","40,950","40,930","42,930","39,820","","-0,12%"
"30.09.2020","37,790","41,490","41,980","37,510","","-7,72%"
"01.10.2020","38,150","36,750","38,270","36,380","","0,95%"
"02.10.2020","39,150","38,290","39,590","38,290","","2,62%"
"05.10.2020","36,230","39,200","39,740","36,220","","-7,46%"
"06.10.2020","33,340","35,640","35,830","32,300","","-7,98%"
"07.10.2020","33,280","33,340","34,710","33,240","","-0,18%"
"08.10.2020","33,300","33,650","34,280","32,230","","0,06%"
"09.10.2020","27,560","30,780","31,040","27,560","","-17,24%"
"12.10.2020","30,180","28,580","30,240","26,960","","9,51%"
"13.10.2020","29,780","30,240","30,530","28,630","","-1,33%"
"14.10.2020","27,680","29,560","30,020","27,130","","-7,05%"
"15.10.2020","29,090","29,100","30,580","28,390","","5,09%"
"16.10.2020","27,350","29,050","29,280","26,550","","-5,98%"
"19.10.2020","26,960","27,600","28,230","26,960","","-1,43%"
"20.10.2020","27,900","28,130","28,610","27,500","","3,49%"
"21.10.2020","29,060","28,400","29,060","27,700","","4,16%"
"22.10.2020","28,630","28,870","29,290","28,300","","-1,48%"
"23.10.2020","28,890","28,620","28,900","26,740","","0,91%"
"26.10.2020","31,370","29,770","31,400","29,740","","8,58%"
"27.10.2020","30,940","31,120","31,520","30,660","","-1,37%"
"28.10.2020","35,610","32,670","37,900","32,630","","15,09%"
"29.10.2020","38,410","37,210","40,480","36,250","","7,86%"
"30.10.2020","39,160","39,160","40,630","37,780","","1,95%"
"02.11.2020","43,140","43,170","44,620","42,130","","10,16%"
"03.11.2020","42,300","42,970","43,510","41,850","","-1,95%"
"05.11.2020","33,830","40,130","40,730","33,640","","-20,02%"
"06.11.2020","33,390","35,680","36,400","33,250","","-1,30%"
"09.11.2020","31,630","33,750","33,780","29,270","","-5,27%"
"10.11.2020","31,560","32,300","32,870","31,030","","-0,22%"
"11.11.2020","31,520","32,690","33,000","31,380","","-0,13%"
"12.11.2020","30,630","31,760","31,910","30,330","","-2,82%"
"13.11.2020","30,370","30,740","31,470","29,910","","-0,85%"
"16.11.2020","30,270","32,460","32,620","30,230","","-0,33%"
"17.11.2020","29,730","30,150","31,590","29,540","","-1,78%"
"18.11.2020","28,740","29,510","29,760","28,220","","-3,33%"
"19.11.2020","30,290","29,800","31,190","29,550","","5,39%"
"20.11.2020","29,490","29,590","30,300","29,210","","-2,64%"
"23.11.2020","30,290","28,980","30,710","27,780","","2,71%"
"24.11.2020","29,010","29,130","30,230","28,300","","-4,23%"
"25.11.2020","30,050","29,310","30,190","28,730","","3,58%"
"26.11.2020","30,210","29,770","30,560","29,130","","0,53%"
"27.11.2020","29,980","30,230","30,550","29,320","","-0,76%"
"30.11.2020","29,990","30,120","30,570","29,690","","0,03%"
"01.12.2020","30,450","30,390","31,950","30,000","","1,53%"
"02.12.2020","29,160","30,200","30,310","28,440","","-4,24%"
"03.12.2020","29,370","29,140","29,570","28,660","","0,72%"
"04.12.2020","29,480","29,430","29,830","28,870","","0,37%"
"07.12.2020","29,740","30,470","30,980","29,610","","0,88%"
"08.12.2020","30,670","30,510","31,270","29,830","","3,13%"
"09.12.2020","31,240","30,740","31,290","30,080","","1,86%"
"10.12.2020","32,620","32,150","32,620","30,390","","4,42%"
"11.12.2020","31,110","32,760","33,670","31,000","","-4,63%"
"14.12.2020","31,180","30,790","32,710","28,730","","0,23%"
"15.12.2020","30,320","31,580","32,350","29,130","","-2,76%"
"16.12.2020","30,860","31,240","32,130","30,110","","1,78%"
"17.12.2020","30,120","30,810","31,200","29,840","","-2,40%"
"18.12.2020","31,280","30,400","31,890","30,110","","3,85%"
"21.12.2020","36,100","32,390","36,330","32,390","","15,41%"
"22.12.2020","36,210","35,720","36,300","34,580","","0,30%"
"23.12.2020","33,880","36,780","36,780","33,450","","-6,43%"
"24.12.2020","33,100","34,480","34,980","32,700","","-2,30%"
"25.12.2020","32,230","33,340","33,420","32,090","","-2,63%"
"28.12.2020","31,450","33,100","33,330","31,390","","-2,42%"
"29.12.2020","32,050","31,760","32,350","31,480","","1,91%"
"30.12.2020","33,010","32,380","33,490","32,130","","3,00%"
"04.01.2021","31,560","33,280","33,280","30,460","","-4,39%"
"05.01.2021","32,320","33,280","33,980","31,420","","2,41%"
"06.01.2021","32,220","32,040","32,400","31,120","","-0,31%"
"08.01.2021","32,500","33,230","33,620","31,370","","0,87%"
"11.01.2021","34,090","35,110","35,700","32,420","","4,89%"
"12.01.2021","32,930","33,500","34,110","32,590","","-3,40%"
"13.01.2021","31,940","33,460","33,680","31,740","","-3,01%"
"14.01.2021","30,990","32,450","33,140","30,730","","-2,97%"
"15.01.2021","31,260","30,920","31,960","30,620","","0,87%"
"18.01.2021","32,830","32,810","33,180","31,750","","5,02%"
"19.01.2021","32,500","32,790","32,910","32,110","","-1,01%"
"20.01.2021","30,720","31,450","31,740","30,490","","-5,48%"
"21.01.2021","31,470","30,700","32,450","30,030","","2,44%"
"22.01.2021","31,570","31,730","32,780","31,400","","0,32%"
"25.01.2021","31,990","31,730","32,240","30,320","","1,33%"
"26.01.2021","31,740","31,970","32,160","31,260","","-0,78%"
"27.01.2021","32,910","31,310","33,330","31,060","","3,69%"
"28.01.2021","33,100","32,590","33,910","32,360","","0,58%"
"29.01.2021","34,460","33,240","35,470","33,180","","4,11%"
"01.02.2021","34,750","34,960","35,620","33,960","","0,84%"
"02.02.2021","33,240","33,800","33,850","32,840","","-4,35%"
"03.02.2021","33,070","33,280","33,640","33,010","","-0,51%"
"04.02.2021","32,830","33,260","33,510","32,350","","-0,73%"
"05.02.2021","30,070","30,870","31,000","30,030","","-8,41%"
"08.02.2021","30,780","31,390","31,620","30,730","","2,36%"
"09.02.2021","31,100","30,420","31,320","30,390","","1,04%"
"10.02.2021","30,920","30,930","31,320","30,080","","-0,58%"
"11.02.2021","29,940","30,760","31,270","29,580","","-3,17%"
"12.02.2021","29,450","30,830","31,510","29,320","","-1,64%"
"15.02.2021","30,100","28,630","30,100","28,440","","2,21%"
"16.02.2021","30,480","30,300","30,850","29,900","","1,26%"
"17.02.2021","31,640","30,740","31,970","30,280","","3,81%"
"18.02.2021","32,080","30,180","32,350","30,090","","1,39%"
"19.02.2021","30,530","32,210","32,510","30,360","","-4,83%"
"20.02.2021","31,270","30,340","31,520","30,160","","2,42%"
"22.02.2021","32,630","34,680","35,170","31,670","","4,35%"
"24.02.2021","32,630","33,210","33,260","31,960","","0,00%"
"25.02.2021","31,850","30,990","32,120","30,640","","-2,39%"
"26.02.2021","33,840","33,550","34,120","32,130","","6,25%"
"01.03.2021","32,630","33,340","33,380","32,580","","-3,58%"
"02.03.2021","31,970","32,790","33,160","31,870","","-2,02%"
"03.03.2021","30,720","31,630","31,740","30,520","","-3,91%"
"04.03.2021","31,180","31,240","31,690","30,770","","1,50%"
"05.03.2021","32,060","33,220","33,730","31,910","","2,82%"
"09.03.2021","31,480","32,940","32,940","31,040","","-1,81%"
"10.03.2021","30,430","31,650","32,020","30,300","","-3,34%"
"11.03.2021","30,380","30,090","30,870","29,090","","-0,16%"
"12.03.2021","29,880","30,300","30,480","29,800","","-1,65%"
"15.03.2021","29,770","30,030","30,370","28,410","","-0,37%"
"16.03.2021","29,130","29,900","30,040","28,850","","-2,15%"
"17.03.2021","32,230","28,940","33,120","28,880","","10,64%"
"18.03.2021","32,260","32,140","32,630","31,100","","0,09%"
"19.03.2021","32,410","33,110","33,280","31,580","","0,46%"
"22.03.2021","33,120","33,490","33,870","32,560","","2,19%"
"23.03.2021","33,950","32,550","34,600","32,440","","2,51%"
"24.03.2021","33,310","34,760","35,020","33,140","","-1,89%"
"25.03.2021","34,140","33,340","34,170","31,950","","2,49%"
"26.03.2021","30,240","30,530","30,990","30,090","","-11,42%"
"29.03.2021","31,250","31,070","31,290","30,480","","3,34%"
"30.03.2021","31,060","31,240","31,350","30,830","","-0,61%"
"31.03.2021","30,140","30,760","30,920","29,600","","-2,96%"
"01.04.2021","30,310","30,190","30,670","29,120","","0,56%"
"02.04.2021","30,190","30,410","30,870","29,930","","-0,40%"
"05.04.2021","32,420","30,900","32,830","30,750","","7,39%"
"06.04.2021","33,130","31,630","33,990","31,460","","2,19%"
"07.04.2021","32,940","33,690","34,010","32,140","","-0,57%"
"08.04.2021","31,680","32,730","33,840","31,530","","-3,83%"
"09.04.2021","31,750","32,500","33,520","31,710","","0,22%"
"12.04.2021","32,140","32,840","33,230","31,440","","1,23%"
"13.04.2021","29,890","31,160","32,310","29,170","","-7,00%"
"14.04.2021","28,790","29,250","30,350","28,540","","-3,68%"
"15.04.2021","28,990","30,710","31,630","28,680","","0,69%"
"16.04.2021","27,320","27,620","28,350","26,450","","-5,76%"
"19.04.2021","29,800","28,550","29,860","28,100","","9,08%"
"20.04.2021","30,620","28,950","31,490","28,130","","2,75%"
"21.04.2021","30,480","30,660","31,360","30,370","","-0,46%"
"22.04.2021","27,380","30,410","30,700","27,090","","-10,17%"
"23.04.2021","27,590","28,320","28,440","27,420","","0,77%"
"26.04.2021","28,160","28,280","28,450","27,790","","2,07%"
"27.04.2021","28,020","28,490","28,550","27,740","","-0,50%"
"28.04.2021","27,580","28,200","28,290","27,180","","-1,57%"
"29.04.2021","26,250","27,520","27,600","26,230","","-4,82%"
"30.04.2021","27,550","26,160","27,790","25,920","","4,95%"
"04.05.2021","27,100","27,790","27,830","26,700","","-1,63%"
"05.05.2021","26,380","27,300","27,590","26,290","","-2,66%"
"06.05.2021","25,760","26,360","27,030","25,310","","-2,35%"
"07.05.2021","26,170","26,400","26,910","26,170","","1,59%"
"10.05.2021","27,250","27,170","27,350","26,430","","4,13%"
"11.05.2021","27,350","27,300","27,480","26,730","","0,37%"
"12.05.2021","26,860","27,200","27,260","26,370","","-1,79%"
"13.05.2021","26,420","26,180","26,750","25,240","","-1,64%"
"14.05.2021","26,730","27,160","27,620","26,400","","1,17%"
"17.05.2021","26,930","27,530","27,640","26,340","","0,75%"
"18.05.2021","26,480","27,000","27,000","25,810","","-1,67%"
"19.05.2021","27,200","26,840","27,600","26,480","","2,72%"
"20.05.2021","27,390","27,680","27,840","27,070","","0,70%"
"21.05.2021","26,450","27,130","27,270","26,110","","-3,43%"
"24.05.2021","26,130","26,340","26,890","26,110","","-1,21%"
"25.05.2021","25,590","25,950","26,050","25,490","","-2,07%"
"26.05.2021","25,890","25,620","25,890","25,040","","1,17%"
"27.05.2021","25,410","25,680","25,730","25,280","","-1,85%"
"28.05.2021","25,120","25,180","25,350","24,960","","-1,14%"
"31.05.2021","25,490","25,510","25,600","25,290","","1,47%"
"01.06.2021","25,170","24,750","25,500","24,640","","-1,26%"
"02.06.2021","25,120","24,970","25,340","24,740","","-0,20%"
"03.06.2021","24,910","24,850","25,230","24,670","","-0,84%"
"04.06.2021","25,000","25,200","25,430","24,430","","0,36%"
"07.06.2021","24,450","24,720","24,970","24,240","","-2,20%"
"08.06.2021","23,200","24,370","24,650","23,160","","-5,11%"
"09.06.2021","22,610","23,160","24,470","22,600","","-2,54%"
"10.06.2021","23,550","22,650","24,480","22,570","","4,16%"
"11.06.2021","24,720","24,780","25,330","24,250","","4,97%"
"14.06.2021","24,720","25,350","25,400","24,520","","0,00%"
"15.06.2021","23,840","24,810","24,840","23,780","","-3,56%"
"16.06.2021","25,090","24,540","25,320","24,120","","5,24%"
"17.06.2021","23,040","24,700","24,700","22,940","","-8,17%"
"18.06.2021","22,420","22,740","22,910","21,820","","-2,69%"
"21.06.2021","23,760","23,180","24,640","23,150","","5,98%"
"22.06.2021","22,610","23,090","23,520","22,470","","-4,84%"
"23.06.2021","21,150","21,770","21,880","20,650","","-6,46%"
"24.06.2021","21,000","21,230","21,610","20,660","","-0,71%"
"25.06.2021","20,930","21,240","21,250","20,790","","-0,33%"
"28.06.2021","20,230","21,130","21,180","20,150","","-3,34%"
"29.06.2021","21,640","20,130","21,640","19,730","","6,97%"
"30.06.2021","20,790","21,140","21,840","20,390","","-3,93%"
"01.07.2021","20,520","20,780","21,290","20,450","","-1,30%"
"02.07.2021","20,770","20,880","20,930","20,110","","1,22%"
"05.07.2021","21,020","21,190","21,220","20,750","","1,20%"
"06.07.2021","21,430","21,440","21,820","20,610","","1,95%"
"07.07.2021","22,610","22,600","22,890","21,580","","5,51%"
"08.07.2021","23,440","20,440","24,610","20,330","","3,67%"
"09.07.2021","21,610","23,460","24,060","21,510","","-7,81%"
"12.07.2021","20,980","22,570","23,120","20,850","","-2,92%"
"13.07.2021","21,700","20,940","21,790","20,820","","3,43%"
"14.07.2021","21,790","20,750","21,790","20,650","","0,41%"
"15.07.2021","21,960","21,890","22,670","21,440","","0,78%"
"16.07.2021","21,500","22,060","22,500","20,790","","-2,09%"
"19.07.2021","23,770","21,550","23,920","21,240","","10,56%"
"20.07.2021","22,780","24,430","24,520","22,330","","-4,16%"
"21.07.2021","21,480","22,190","22,870","21,400","","-5,71%"
"22.07.2021","21,910","21,690","22,150","21,310","","2,00%"
"23.07.2021","22,580","22,460","22,800","22,180","","3,06%"
"26.07.2021","23,140","23,140","23,460","22,260","","2,48%"
"27.07.2021","22,550","22,480","23,260","22,300","","-2,55%"
"28.07.2021","22,760","22,950","23,240","22,550","","0,93%"
"29.07.2021","21,270","22,200","22,300","20,840","","-6,55%"
"30.07.2021","21,440","21,380","22,100","21,080","","0,80%"
"02.08.2021","21,560","22,190","22,240","21,520","","0,56%"
"03.08.2021","22,110","22,030","22,380","21,570","","2,55%"
"04.08.2021","21,620","22,230","22,450","21,600","","-2,22%"
"05.08.2021","21,980","22,020","22,110","21,690","","1,67%"
"06.08.2021","20,810","21,790","21,910","20,670","","-5,32%"
"09.08.2021","21,860","21,910","22,090","21,320","","5,05%"
"10.08.2021","21,940","22,030","22,380","21,680","","0,37%"
"11.08.2021","22,290","22,340","22,570","21,700","","1,60%"
"12.08.2021","21,270","21,820","22,050","20,890","","-4,58%"
"13.08.2021","20,520","20,590","21,310","20,010","","-3,53%"
"16.08.2021","21,150","21,500","22,310","20,950","","3,07%"
"17.08.2021","20,830","21,160","21,730","20,360","","-1,51%"
"18.08.2021","21,690","21,140","21,770","20,900","","4,13%"
"19.08.2021","23,370","23,010","23,960","22,460","","7,75%"
"20.08.2021","23,630","23,270","24,200","22,840","","1,11%"
"23.08.2021","23,140","23,520","24,130","23,130","","-2,07%"
"24.08.2021","22,940","23,280","23,310","22,660","","-0,86%"
"25.08.2021","22,990","22,810","23,310","22,660","","0,22%"
"26.08.2021","22,830","23,250","23,390","22,750","","-0,70%"
"27.08.2021","22,390","22,940","23,090","22,330","","-1,93%"
"30.08.2021","22,470","22,540","22,990","22,240","","0,36%"
"31.08.2021","23,200","22,600","23,210","22,000","","3,25%"
"01.09.2021","22,630","23,150","23,220","22,400","","-2,46%"
"02.09.2021","24,070","22,820","24,180","22,810","","6,36%"
"03.09.2021","23,540","24,210","24,420","23,450","","-2,20%"
"06.09.2021","23,320","24,330","24,480","23,130","","-0,93%"
"07.09.2021","23,890","23,320","24,090","23,220","","2,44%"
"08.09.2021","23,210","24,000","24,280","22,350","","-2,85%"
"09.09.2021","23,180","23,200","24,020","22,280","","-0,13%"
"10.09.2021","22,420","23,870","24,130","22,310","","-3,28%"
"13.09.2021","23,580","23,630","23,890","22,090","","5,17%"
"14.09.2021","24,810","24,170","24,810","22,960","","5,22%"
"15.09.2021","24,400","24,490","24,960","23,060","","-1,65%"
"16.09.2021","21,430","24,410","24,790","21,130","","-12,17%"
"17.09.2021","20,990","21,380","22,290","20,420","","-2,05%"
"20.09.2021","25,190","22,980","26,060","22,780","","20,01%"
"21.09.2021","25,670","25,650","26,070","25,340","","1,91%"
"22.09.2021","23,960","25,700","25,700","23,300","","-6,66%"
"23.09.2021","23,460","23,810","24,080","23,350","","-2,09%"
"24.09.2021","23,660","23,690","24,410","23,290","","0,85%"
"27.09.2021","24,050","24,580","24,820","24,000","","1,65%"
"28.09.2021","24,680","23,740","25,140","23,440","","2,62%"
"29.09.2021","25,540","25,150","25,870","24,760","","3,48%"
"30.09.2021","25,450","25,880","26,070","24,590","","-0,35%"
"01.10.2021","25,410","25,980","26,200","25,280","","-0,16%"
"04.10.2021","25,430","26,440","26,600","25,240","","0,08%"
"05.10.2021","25,010","25,280","25,900","24,400","","-1,65%"
"06.10.2021","27,580","25,330","28,510","25,110","","10,28%"
"07.10.2021","26,980","27,650","28,170","26,760","","-2,18%"
"08.10.2021","27,030","27,190","27,530","26,940","","0,19%"
"11.10.2021","28,040","27,870","28,060","27,130","","3,74%"
"12.10.2021","28,540","28,280","28,740","27,950","","1,78%"
"13.10.2021","26,910","28,590","28,760","26,680","","-5,71%"
"14.10.2021","25,430","26,670","26,830","25,140","","-5,50%"
"15.10.2021","25,530","25,270","25,980","25,060","","0,39%"
"18.10.2021","25,430","26,190","26,670","24,980","","-0,39%"
"19.10.2021","25,960","25,440","26,050","24,860","","2,08%"
"20.10.2021","26,830","25,950","27,260","25,230","","3,35%"
"21.10.2021","25,790","26,860","26,950","25,750","","-3,88%"
"22.10.2021","25,320","26,120","26,420","24,760","","-1,82%"
"25.10.2021","25,110","26,010","26,100","24,970","","-0,83%"
"26.10.2021","25,130","24,860","25,270","24,310","","0,08%"
"27.10.2021","24,830","25,380","25,530","24,810","","-1,19%"
"28.10.2021","25,070","25,810","26,270","24,800","","0,97%"
"29.10.2021","25,540","25,160","26,600","25,040","","1,87%"
"01.11.2021","26,530","26,550","26,670","25,480","","3,88%"
"02.11.2021","26,810","26,660","26,960","25,940","","1,06%"
"03.11.2021","25,690","26,700","26,700","25,550","","-4,18%"
"05.11.2021","25,450","25,710","26,240","25,380","","-0,93%"
"08.11.2021","25,990","26,410","26,560","25,770","","2,12%"
"09.11.2021","25,830","26,270","26,320","24,810","","-0,62%"
"10.11.2021","25,950","26,010","26,340","25,090","","0,46%"
"11.11.2021","25,740","25,980","26,230","25,170","","-0,81%"
"12.11.2021","28,140","25,740","28,790","25,310","","9,32%"
"15.11.2021","30,140","28,970","30,330","28,250","","7,11%"
"16.11.2021","29,700","30,260","30,850","29,410","","-1,46%"
"17.11.2021","29,660","30,130","30,230","29,320","","-0,13%"
"18.11.2021","28,550","29,880","30,200","28,510","","-3,74%"
"19.11.2021","29,060","28,610","29,590","27,580","","1,79%"
"22.11.2021","34,030","29,770","34,990","28,770","","17,10%"
"23.11.2021","31,510","34,350","36,320","31,030","","-7,41%"
"24.11.2021","32,160","31,500","33,580","31,290","","2,06%"
"25.11.2021","30,650","31,480","31,530","30,300","","-4,70%"
"26.11.2021","36,320","31,280","36,990","31,180","","18,50%"
"29.11.2021","35,070","36,760","36,760","33,870","","-3,44%"
"30.11.2021","35,510","34,860","37,410","34,440","","1,25%"
"01.12.2021","34,600","35,250","36,360","32,770","","-2,56%"
"02.12.2021","32,950","34,200","35,140","31,920","","-4,77%"
"03.12.2021","32,850","32,440","34,480","32,160","","-0,30%"
"06.12.2021","37,790","32,520","39,120","32,380","","15,04%"
"07.12.2021","35,000","37,560","38,610","34,930","","-7,38%"
"08.12.2021","38,160","35,090","38,300","34,750","","9,03%"
"09.12.2021","34,400","36,130","38,250","32,470","","-9,85%"
"10.12.2021","31,670","33,900","35,050","31,610","","-7,94%"
"13.12.2021","37,760","33,210","38,730","31,930","","19,23%"
"14.12.2021","38,390","38,480","41,790","33,830","","1,67%"
"15.12.2021","34,360","37,860","38,810","32,970","","-10,50%"
"16.12.2021","33,030","34,090","34,090","32,000","","-3,87%"
"17.12.2021","31,790","33,010","34,690","31,430","","-3,75%"
"20.12.2021","34,770","35,260","36,230","34,670","","9,37%"
"21.12.2021","33,040","34,300","34,670","32,810","","-4,98%"
"22.12.2021","31,850","33,260","33,590","31,740","","-3,60%"
"23.12.2021","31,860","32,510","32,670","31,450","","0,03%"
"24.12.2021","32,600","32,060","33,370","31,950","","2,32%"
"27.12.2021","33,050","33,310","33,800","32,870","","1,38%"
"28.12.2021","32,610","32,790","33,230","31,710","","-1,33%"
"29.12.2021","31,120","32,880","32,940","31,070","","-4,57%"
"30.12.2021","32,920","31,590","33,180","30,920","","5,78%"
